V1 V2 V3 V4
11932 chrX 49900904 49901258 cell2_MACS_peak_60609
14994 chrX 49968934 49969538 cell2_MACS_peak_60614
14344 chrX 52004484 52005036 cell2_MACS_peak_60619
17524 chr1 212605615 212606484 cell2_MACS_peak_6062
18677 chrX 52963765 52964581 cell2_MACS_peak_60621
12173 chrX 53122855 53123355 cell2_MACS_peak_60626
14197 chrX 53292129 53292629 cell2_MACS_peak_60631
10288 chrX 53310499 53311234 cell2_MACS_peak_60635
11942 chrX 53448730 53449958 cell2_MACS_peak_60640
14055 chrX 53467724 53468153 cell2_MACS_peak_60643
16745 chrX 53710632 53711634 cell2_MACS_peak_60644
12341 chrX 54466532 54466905 cell2_MACS_peak_60648
10759 chrX 55507130 55507428 cell2_MACS_peak_60657
19390 chrX 56589786 56590451 cell2_MACS_peak_60659
13295 chrX 57147905 57148246 cell2_MACS_peak_60663
17855 chrX 64748563 64748873 cell2_MACS_peak_60667
11583 chrX 64754445 64755052 cell2_MACS_peak_60668
12031 chrX 64815178 64815763 cell2_MACS_peak_60670
16098 chrX 64888489 64888851 cell2_MACS_peak_60676
17248 chrX 65094552 65095049 cell2_MACS_peak_60680
19445 chrX 65095451 65095749 cell2_MACS_peak_60681
10429 chrX 65235035 65235508 cell2_MACS_peak_60692
13993 chrX 65238382 65238829 cell2_MACS_peak_60693
13002 chrX 65971295 65971584 cell2_MACS_peak_60703
17006 chrX 67334430 67334752 cell2_MACS_peak_60704
12948 chrX 67652991 67653520 cell2_MACS_peak_60708
11037 chrX 67790361 67790825 cell2_MACS_peak_60712
10856 chrX 68370956 68371219 cell2_MACS_peak_60728
18751 chrX 69253353 69253580 cell2_MACS_peak_60731
18452 chrX 69417019 69417366 cell2_MACS_peak_60733
19634 chrX 69509520 69509999 cell2_MACS_peak_60737
12699 chrX 69653602 69654117 cell2_MACS_peak_60738
14469 chrX 69671889 69672289 cell2_MACS_peak_60739
12795 chrX 69674218 69674953 cell2_MACS_peak_60740
12265 chrX 69695263 69695555 cell2_MACS_peak_60741
16678 chrX 70473817 70474718 cell2_MACS_peak_60759
19233 chrX 70503096 70503496 cell2_MACS_peak_60761
11716 chrX 70751800 70752441 cell2_MACS_peak_60766
19351 chrX 71463299 71463702 cell2_MACS_peak_60773
15838 chrX 71465322 71465681 cell2_MACS_peak_60774
15199 chrX 71500327 71500749 cell2_MACS_peak_60777
14305 chrX 73565881 73566388 cell2_MACS_peak_60792
17220 chrX 73602643 73602813 cell2_MACS_peak_60794
14645 chrX 73834375 73834805 cell2_MACS_peak_60796
12444 chr1 212838542 212839016 cell2_MACS_peak_6080
14651 chrX 76924386 76924795 cell2_MACS_peak_60802
10051 chrX 77154509 77155179 cell2_MACS_peak_60805
12649 chrX 77360278 77360638 cell2_MACS_peak_60810
15601 chrX 79462180 79462439 cell2_MACS_peak_60814
11043 chrX 97836635 97836946 cell2_MACS_peak_60828
12346 chrX 100075107 100075572 cell2_MACS_peak_60831
15686 chr1 212872202 212873024 cell2_MACS_peak_6084
19113 chrX 100641570 100641965 cell2_MACS_peak_60840
15806 chrX 102095737 102096262 cell2_MACS_peak_60851
18479 chrX 102615078 102615375 cell2_MACS_peak_60866
13887 chrX 106378959 106379388 cell2_MACS_peak_60875
16496 chr1 212963014 212963450 cell2_MACS_peak_6088
15641 chrX 106916117 106916636 cell2_MACS_peak_60886
12471 chr1 212964713 212965569 cell2_MACS_peak_6089
14198 chrX 106974849 106975676 cell2_MACS_peak_60893
17632 chr1 212966770 212967420 cell2_MACS_peak_6090
16822 chrX 107334169 107335577 cell2_MACS_peak_60900
11652 chrX 108297613 108297898 cell2_MACS_peak_60904
19276 chrX 108976341 108977078 cell2_MACS_peak_60912
18903 chrX 109083680 109084137 cell2_MACS_peak_60915
19376 chrX 109134040 109134526 cell2_MACS_peak_60918
18707 chr1 213033816 213034506 cell2_MACS_peak_6092
10071 chrX 110342051 110342412 cell2_MACS_peak_60942
13558 chrX 113292235 113292740 cell2_MACS_peak_60949
17729 chrX 117748116 117748517 cell2_MACS_peak_60972
11390 chrX 117858609 117859241 cell2_MACS_peak_60973
12521 chrX 118536500 118537035 cell2_MACS_peak_60988
10466 chrX 118601975 118602564 cell2_MACS_peak_60992
14112 chr1 11989813 11990250 cell2_MACS_peak_610
15361 chrX 118707235 118707553 cell2_MACS_peak_61001
10840 chrX 118708183 118708975 cell2_MACS_peak_61002
11333 chrX 118819243 118819837 cell2_MACS_peak_61006
13032 chrX 118826892 118827677 cell2_MACS_peak_61008
11041 chrX 118925279 118926115 cell2_MACS_peak_61012
18633 chrX 119088351 119088717 cell2_MACS_peak_61020
16857 chrX 119115667 119116042 cell2_MACS_peak_61021
15972 chr1 213228283 213228955 cell2_MACS_peak_6103
15071 chrX 119694529 119695747 cell2_MACS_peak_61038
15391 chrX 120985030 120985224 cell2_MACS_peak_61049
16016 chr1 213297792 213298353 cell2_MACS_peak_6105
13482 chrX 122866490 122867205 cell2_MACS_peak_61052
12584 chrX 122918639 122919229 cell2_MACS_peak_61056
10810 chrX 122941563 122942050 cell2_MACS_peak_61058
14689 chr1 213343313 213343612 cell2_MACS_peak_6106
11788 chrX 122969938 122970192 cell2_MACS_peak_61061
16679 chrX 123095117 123095896 cell2_MACS_peak_61068
12267 chrX 124532686 124533157 cell2_MACS_peak_61080
19657 chrX 124892040 124892465 cell2_MACS_peak_61083
11481 chrX 128711387 128711816 cell2_MACS_peak_61086
16390 chrX 128737918 128738233 cell2_MACS_peak_61088
18159 chrX 128739464 128739775 cell2_MACS_peak_61089
14442 chrX 128873625 128873952 cell2_MACS_peak_61093
15417 chr1 11994093 11995292 cell2_MACS_peak_611
17466 chrX 128977653 128978107 cell2_MACS_peak_61101
14534 chrX 129039732 129040360 cell2_MACS_peak_61102
10402 chrX 129065125 129066274 cell2_MACS_peak_61103
14335 chrX 129095143 129095761 cell2_MACS_peak_61108
10953 chrX 129116087 129116867 cell2_MACS_peak_61109
13037 chrX 129225484 129225870 cell2_MACS_peak_61114
10694 chrX 129244363 129244915 cell2_MACS_peak_61119
17756 chrX 129299326 129300591 cell2_MACS_peak_61126
17171 chrX 129970449 129970852 cell2_MACS_peak_61141
12322 chrX 130036964 130037664 cell2_MACS_peak_61142
10306 chrX 130202894 130203228 cell2_MACS_peak_61146
13518 chrX 130964429 130965247 cell2_MACS_peak_61153
17422 chrX 131051660 131051938 cell2_MACS_peak_61155
13209 chrX 131079361 131079813 cell2_MACS_peak_61156
18374 chrX 131138640 131139164 cell2_MACS_peak_61161
19028 chrX 131178865 131179505 cell2_MACS_peak_61165
14600 chrX 131351024 131351645 cell2_MACS_peak_61167
12009 chrX 131351998 131352468 cell2_MACS_peak_61168
10073 chrX 133502153 133502603 cell2_MACS_peak_61175
19918 chrX 133548379 133548732 cell2_MACS_peak_61177
19713 chrX 133588496 133588889 cell2_MACS_peak_61178
10802 chrX 133695997 133696430 cell2_MACS_peak_61182
14807 chrX 133756199 133756600 cell2_MACS_peak_61185
16178 chrX 134124819 134125342 cell2_MACS_peak_61197
12898 chrX 134186078 134186646 cell2_MACS_peak_61200
12339 chrX 134478357 134478918 cell2_MACS_peak_61203
15564 chrX 135168666 135169059 cell2_MACS_peak_61212
17914 chrX 135213097 135213564 cell2_MACS_peak_61215
11911 chrX 135991035 135992843 cell2_MACS_peak_61239
12743 chrX 136998287 136998584 cell2_MACS_peak_61242
17558 chrX 138007369 138007944 cell2_MACS_peak_61245
12983 chrX 139014939 139015417 cell2_MACS_peak_61260
14729 chrX 146959233 146959585 cell2_MACS_peak_61264
15830 chrX 149644373 149644705 cell2_MACS_peak_61283
15285 chrX 149702299 149702807 cell2_MACS_peak_61285
19948 chr1 217804354 217804723 cell2_MACS_peak_6129
12302 chrX 150017599 150017811 cell2_MACS_peak_61293
11138 chrX 150123505 150123786 cell2_MACS_peak_61295
16635 chr1 12015162 12015678 cell2_MACS_peak_613
19745 chrX 150695177 150695376 cell2_MACS_peak_61302
13684 chrX 151068037 151068516 cell2_MACS_peak_61310
14396 chrX 151142996 151143489 cell2_MACS_peak_61313
11234 chr1 218477835 218478469 cell2_MACS_peak_6132
19881 chrX 151770339 151770777 cell2_MACS_peak_61331
12505 chrX 152014307 152014800 cell2_MACS_peak_61340
11643 chrX 152647228 152648086 cell2_MACS_peak_61352
13247 chrX 152665578 152665996 cell2_MACS_peak_61353
16165 chrX 152704065 152704393 cell2_MACS_peak_61354
17277 chrX 152864717 152865061 cell2_MACS_peak_61360
16353 chrX 152953174 152953461 cell2_MACS_peak_61368
10435 chrX 152973866 152974171 cell2_MACS_peak_61369
10141 chrX 152989853 152990512 cell2_MACS_peak_61372
15853 chrX 153030792 153031469 cell2_MACS_peak_61377
16709 chrX 153056503 153056922 cell2_MACS_peak_61379
14030 chrX 153163332 153163699 cell2_MACS_peak_61384
19805 chr1 219293847 219294865 cell2_MACS_peak_6139
15797 chrX 153235919 153236120 cell2_MACS_peak_61397
13814 chrX 153236504 153236965 cell2_MACS_peak_61398
13892 chr1 219320876 219321524 cell2_MACS_peak_6140
14482 chrX 153285070 153285628 cell2_MACS_peak_61403
19248 chrX 153347937 153348165 cell2_MACS_peak_61406
18792 chrX 153639600 153640042 cell2_MACS_peak_61420
11935 chrX 153714964 153715384 cell2_MACS_peak_61429
12138 chrX 153718868 153719417 cell2_MACS_peak_61431
14097 chrX 153743390 153743855 cell2_MACS_peak_61435
10670 chrX 153755220 153755611 cell2_MACS_peak_61437
10472 chrX 153775361 153775978 cell2_MACS_peak_61442
19528 chrX 153966328 153966589 cell2_MACS_peak_61446
16012 chrX 153979525 153980559 cell2_MACS_peak_61447
17513 chrX 153990696 153991352 cell2_MACS_peak_61449
18687 chrX 154033504 154034106 cell2_MACS_peak_61452
12325 chrX 154047624 154048014 cell2_MACS_peak_61453
12248 chrX 154250877 154251219 cell2_MACS_peak_61456
12002 chrX 154842378 154842795 cell2_MACS_peak_61469
14443 chrY 10033414 10033627 cell2_MACS_peak_61473
16888 chrY 10035896 10036193 cell2_MACS_peak_61474
13129 chrY 21154605 21155051 cell2_MACS_peak_61479
13638 chr1 220080189 220081410 cell2_MACS_peak_6149
15188 chr1 220292350 220292851 cell2_MACS_peak_6157
16141 chr1 220906287 220906707 cell2_MACS_peak_6165
17904 chr1 220950014 220950406 cell2_MACS_peak_6168
11578 chr1 221140032 221140527 cell2_MACS_peak_6173
18148 chr1 221163800 221164153 cell2_MACS_peak_6175
14355 chr1 12074705 12075362 cell2_MACS_peak_619
14780 chr1 221890146 221890610 cell2_MACS_peak_6191
13346 chr1 222000100 222000554 cell2_MACS_peak_6199
17822 chr1 222413786 222414321 cell2_MACS_peak_6205
15713 chr1 222456495 222457142 cell2_MACS_peak_6206
17406 chr1 222884614 222885639 cell2_MACS_peak_6217
15192 chr1 222885800 222886973 cell2_MACS_peak_6218
10038 chr1 12098548 12099460 cell2_MACS_peak_622
19436 chr1 223254538 223255142 cell2_MACS_peak_6223
18848 chr1 223406674 223407542 cell2_MACS_peak_6233
12731 chr1 223575727 223576386 cell2_MACS_peak_6238
17760 chr1 223936658 223937162 cell2_MACS_peak_6253
19016 chr1 223947048 223947510 cell2_MACS_peak_6254
18921 chr1 223958871 223960387 cell2_MACS_peak_6255
11255 chr1 12116427 12116803 cell2_MACS_peak_626
17750 chr1 224347767 224348472 cell2_MACS_peak_6269
12650 chr1 224351051 224351485 cell2_MACS_peak_6270
15368 chr1 224401507 224401857 cell2_MACS_peak_6275
16546 chr1 224521579 224522163 cell2_MACS_peak_6277
11468 chr1 224622232 224623557 cell2_MACS_peak_6283
10977 chr1 224701351 224701806 cell2_MACS_peak_6288
11994 chr1 225613024 225613518 cell2_MACS_peak_6302
15874 chr1 225615553 225616898 cell2_MACS_peak_6303
15064 chr1 12136367 12136887 cell2_MACS_peak_632
15245 chr1 226069200 226070793 cell2_MACS_peak_6326
16873 chr1 226186711 226188012 cell2_MACS_peak_6335
11650 chr1 226189580 226191094 cell2_MACS_peak_6336
18470 chr1 12141662 12142152 cell2_MACS_peak_634
10767 chr1 226297361 226299430 cell2_MACS_peak_6341
11770 chr1 226310065 226310510 cell2_MACS_peak_6343
13845 chr1 226319371 226319710 cell2_MACS_peak_6345
14684 chr1 226369700 226370126 cell2_MACS_peak_6347
11747 chr1 12178620 12178951 cell2_MACS_peak_635
13253 chr1 226384727 226385054 cell2_MACS_peak_6350
10898 chr1 226496057 226497615 cell2_MACS_peak_6352
18937 chr1 226796350 226796870 cell2_MACS_peak_6359
12370 chr1 226821827 226822247 cell2_MACS_peak_6361
11910 chr1 226867416 226868154 cell2_MACS_peak_6366
15602 chr1 226992387 226993173 cell2_MACS_peak_6368
16243 chr1 12213255 12213799 cell2_MACS_peak_637
10514 chr1 227057778 227058651 cell2_MACS_peak_6372
10089 chr1 227058698 227059124 cell2_MACS_peak_6373
10715 chr1 227063522 227064063 cell2_MACS_peak_6374
13746 chr1 227148681 227149101 cell2_MACS_peak_6378
16862 chr1 12219814 12220219 cell2_MACS_peak_638
13411 chr1 227422666 227423167 cell2_MACS_peak_6386
13332 chr1 227443016 227443464 cell2_MACS_peak_6387
12542 chr1 227523132 227523715 cell2_MACS_peak_6392
18178 chr1 227950096 227950461 cell2_MACS_peak_6404
12999 chr1 228076692 228077101 cell2_MACS_peak_6409
10954 chr1 228289921 228290374 cell2_MACS_peak_6419
15486 chr1 228333030 228333782 cell2_MACS_peak_6425
14615 chr1 228401021 228401504 cell2_MACS_peak_6432
15035 chr1 228597610 228597944 cell2_MACS_peak_6448
14514 chr1 228644687 228645960 cell2_MACS_peak_6451
19855 chr1 228646831 228647432 cell2_MACS_peak_6453
12042 chr1 228672842 228673505 cell2_MACS_peak_6459
18670 chr1 228702202 228702606 cell2_MACS_peak_6466
14339 chr1 229353600 229353917 cell2_MACS_peak_6475
19008 chr1 229546857 229547115 cell2_MACS_peak_6484
13415 chr1 229690509 229691416 cell2_MACS_peak_6487
19323 chr1 229796951 229797399 cell2_MACS_peak_6491
11147 chr1 230202292 230203155 cell2_MACS_peak_6497
10205 chr1 230209109 230209674 cell2_MACS_peak_6499
14626 chr1 12288264 12288817 cell2_MACS_peak_650
19502 chr1 230285696 230286315 cell2_MACS_peak_6509
11760 chr1 230443838 230444211 cell2_MACS_peak_6520
15284 chr1 231227580 231228138 cell2_MACS_peak_6551
14990 chr1 231295508 231296367 cell2_MACS_peak_6557
10458 chr1 231297896 231298611 cell2_MACS_peak_6558
12275 chr1 231302107 231302461 cell2_MACS_peak_6559
11794 chr1 231329492 231329761 cell2_MACS_peak_6562
14723 chr1 231511788 231512315 cell2_MACS_peak_6570
16831 chr1 12520958 12521391 cell2_MACS_peak_658
15218 chr1 232734956 232735467 cell2_MACS_peak_6591
15622 chr1 233070619 233071072 cell2_MACS_peak_6594
13237 chr1 233248512 233249496 cell2_MACS_peak_6598
17722 chr1 234099326 234099697 cell2_MACS_peak_6617
12353 chr1 12555637 12556168 cell2_MACS_peak_662
16664 chr1 234508742 234509978 cell2_MACS_peak_6626
15884 chr1 234569242 234569825 cell2_MACS_peak_6628
14753 chr1 234613697 234614134 cell2_MACS_peak_6629
14023 chr1 234648223 234648607 cell2_MACS_peak_6634
10169 chr1 234656751 234657120 cell2_MACS_peak_6635
18862 chr1 234663701 234664252 cell2_MACS_peak_6637
15957 chr1 234682582 234683354 cell2_MACS_peak_6641
13599 chr1 234760378 234760940 cell2_MACS_peak_6657
14782 chr1 234863912 234864382 cell2_MACS_peak_6668
10334 chr1 235002937 235003584 cell2_MACS_peak_6684
16621 chr1 235022229 235022760 cell2_MACS_peak_6689
14277 chr1 12601268 12602274 cell2_MACS_peak_669
11566 chr1 235048766 235049150 cell2_MACS_peak_6691
13429 chr1 235186571 235187057 cell2_MACS_peak_6709
10241 chr1 12633790 12634185 cell2_MACS_peak_671
13774 chr1 235490336 235490937 cell2_MACS_peak_6720
19696 chr1 235491047 235493103 cell2_MACS_peak_6721
14759 chr1 236029448 236029957 cell2_MACS_peak_6731
11163 chr1 236030235 236030685 cell2_MACS_peak_6732
14669 chr1 236162600 236163131 cell2_MACS_peak_6735
17699 chr1 236451123 236452234 cell2_MACS_peak_6747
16369 chr1 236512900 236513206 cell2_MACS_peak_6748
17305 chr1 236655597 236656032 cell2_MACS_peak_6760
16824 chr1 236686960 236687528 cell2_MACS_peak_6764
18431 chr1 12717188 12718075 cell2_MACS_peak_677
17443 chr1 237176125 237176667 cell2_MACS_peak_6778
15066 chr1 241759846 241760336 cell2_MACS_peak_6789
13852 chr1 241773447 241773812 cell2_MACS_peak_6791
12030 chr1 241803294 241804110 cell2_MACS_peak_6793
17611 chr1 241859304 241860034 cell2_MACS_peak_6794
19789 chr1 241861353 241861877 cell2_MACS_peak_6796
15991 chr1 241864699 241865158 cell2_MACS_peak_6797
12021 chr1 241998025 241998447 cell2_MACS_peak_6803
13906 chr1 242136015 242136290 cell2_MACS_peak_6807
19627 chr1 242189043 242189416 cell2_MACS_peak_6812
12549 chr1 12870931 12871427 cell2_MACS_peak_682
14450 chr1 243610575 243611003 cell2_MACS_peak_6821
14834 chr1 243669294 243669662 cell2_MACS_peak_6822
15174 chr1 244210596 244212079 cell2_MACS_peak_6824
19562 chr1 244504763 244505485 cell2_MACS_peak_6834
15994 chr1 245172156 245172373 cell2_MACS_peak_6856
12517 chr1 245205907 245206470 cell2_MACS_peak_6857
17758 chr1 14135872 14136451 cell2_MACS_peak_686
11807 chr1 246151201 246152552 cell2_MACS_peak_6876
14631 chr1 246276633 246277504 cell2_MACS_peak_6884
11439 chr1 246329118 246330075 cell2_MACS_peak_6893
14066 chr1 246588329 246588873 cell2_MACS_peak_6900
11876 chr1 246670343 246670756 cell2_MACS_peak_6904
13536 chr1 248018416 248019014 cell2_MACS_peak_6941
16563 chr1 249101300 249101696 cell2_MACS_peak_6944
19130 chr1 249131961 249133627 cell2_MACS_peak_6947
16035 chr10 977480 978017 cell2_MACS_peak_6961
12195 chr10 1082263 1082618 cell2_MACS_peak_6966
13593 chr10 1094451 1095711 cell2_MACS_peak_6968
19620 chr1 14761730 14762580 cell2_MACS_peak_697
17799 chr10 1102004 1103053 cell2_MACS_peak_6970
13000 chr10 3110372 3110931 cell2_MACS_peak_6988
14454 chr1 14769193 14770439 cell2_MACS_peak_699
14993 chr10 3239613 3240249 cell2_MACS_peak_6993
12347 chr10 3598864 3599091 cell2_MACS_peak_7006
12858 chr10 3805003 3805793 cell2_MACS_peak_7014
16425 chr10 3819049 3819565 cell2_MACS_peak_7017
15045 chr10 3840000 3840265 cell2_MACS_peak_7022
11958 chr10 3845531 3847181 cell2_MACS_peak_7023
10635 chr10 3847333 3848611 cell2_MACS_peak_7024
10851 chr10 3933154 3933650 cell2_MACS_peak_7035
12855 chr10 4890376 4891231 cell2_MACS_peak_7050
16633 chr10 4909545 4910938 cell2_MACS_peak_7053
16387 chr10 4983791 4984200 cell2_MACS_peak_7055
13049 chr10 5006860 5007321 cell2_MACS_peak_7057
14744 chr10 5488240 5488869 cell2_MACS_peak_7070
11191 chr10 5504147 5504949 cell2_MACS_peak_7072
10360 chr10 5519213 5519546 cell2_MACS_peak_7074
17800 chr10 5602086 5602625 cell2_MACS_peak_7086
19767 chr10 5637883 5638349 cell2_MACS_peak_7090
18842 chr10 5645309 5645649 cell2_MACS_peak_7091
16091 chr10 5726307 5727784 cell2_MACS_peak_7097
15750 chr10 5734453 5735102 cell2_MACS_peak_7098
18981 chr10 5931731 5932351 cell2_MACS_peak_7104
18899 chr1 15105325 15106107 cell2_MACS_peak_711
10650 chr10 6013115 6013770 cell2_MACS_peak_7113
19906 chr10 6193095 6193823 cell2_MACS_peak_7127
14812 chr10 6205172 6206473 cell2_MACS_peak_7128
16610 chr1 15109167 15110206 cell2_MACS_peak_713
12235 chr10 6443557 6444104 cell2_MACS_peak_7136
18426 chr10 6720148 6720465 cell2_MACS_peak_7146
18049 chr10 6913113 6913526 cell2_MACS_peak_7148
12818 chr10 7222312 7222701 cell2_MACS_peak_7156
17148 chr10 7275005 7275756 cell2_MACS_peak_7159
18617 chr10 7299153 7299646 cell2_MACS_peak_7161
11846 chr10 7652764 7653186 cell2_MACS_peak_7170
16181 chr10 7975145 7975591 cell2_MACS_peak_7181
14278 chr10 11157240 11157690 cell2_MACS_peak_7190
12748 chr10 11206648 11207347 cell2_MACS_peak_7192
15662 chr10 11207926 11208433 cell2_MACS_peak_7193
17102 chr1 15166724 15167264 cell2_MACS_peak_721
15902 chr10 11727702 11728273 cell2_MACS_peak_7212
18037 chr10 11729344 11729865 cell2_MACS_peak_7213
16483 chr10 11779609 11780116 cell2_MACS_peak_7218
15586 chr10 11866744 11867279 cell2_MACS_peak_7221
13658 chr10 12105396 12105773 cell2_MACS_peak_7229
17796 chr10 12750943 12751329 cell2_MACS_peak_7244
16347 chr10 12752731 12753498 cell2_MACS_peak_7245
17836 chr10 13104803 13105128 cell2_MACS_peak_7249
10186 chr10 13116905 13117219 cell2_MACS_peak_7250
10350 chr10 13137221 13137441 cell2_MACS_peak_7252
13577 chr10 13754792 13755309 cell2_MACS_peak_7282
14537 chr10 15001480 15002149 cell2_MACS_peak_7298
17943 chr10 15077377 15077968 cell2_MACS_peak_7299
15374 chr1 15255755 15256501 cell2_MACS_peak_730
16870 chr10 15130619 15131073 cell2_MACS_peak_7300
16894 chr10 15355717 15356334 cell2_MACS_peak_7313
17594 chr10 15492825 15493875 cell2_MACS_peak_7319
13162 chr10 15767513 15768001 cell2_MACS_peak_7328
19955 chr10 15901848 15902738 cell2_MACS_peak_7332
13834 chr10 15913798 15914270 cell2_MACS_peak_7333
12243 chr10 16859172 16860101 cell2_MACS_peak_7338
15626 chr10 17037794 17038594 cell2_MACS_peak_7345
17509 chr1 15364685 15365004 cell2_MACS_peak_735
13484 chr10 17067476 17068077 cell2_MACS_peak_7350
18054 chr10 17104377 17104937 cell2_MACS_peak_7354
11434 chr10 17108039 17108315 cell2_MACS_peak_7355
11575 chr10 17254687 17255493 cell2_MACS_peak_7359
13820 chr10 17256834 17257659 cell2_MACS_peak_7362
12482 chr10 17286673 17287241 cell2_MACS_peak_7367
19358 chr10 17465517 17466111 cell2_MACS_peak_7374
14380 chr10 17470366 17471126 cell2_MACS_peak_7376
16036 chr10 17551080 17551492 cell2_MACS_peak_7384
10099 chr10 17658285 17659010 cell2_MACS_peak_7386
10731 chr10 17685414 17686700 cell2_MACS_peak_7387
11404 chr10 17704477 17705180 cell2_MACS_peak_7389
19679 chr1 15454972 15455427 cell2_MACS_peak_739
10685 chr10 21325728 21326082 cell2_MACS_peak_7402
10790 chr10 21464015 21464421 cell2_MACS_peak_7415
17691 chr10 21483348 21484045 cell2_MACS_peak_7419
12867 chr10 21497510 21498161 cell2_MACS_peak_7421
14680 chr10 21561497 21562191 cell2_MACS_peak_7422
19430 chr10 21823802 21824279 cell2_MACS_peak_7434
17839 chr10 22040110 22040488 cell2_MACS_peak_7440
16372 chr10 22289242 22289622 cell2_MACS_peak_7444
15834 chr10 22306108 22306740 cell2_MACS_peak_7446
17901 chr10 22605095 22605837 cell2_MACS_peak_7458
15556 chr10 22609654 22610106 cell2_MACS_peak_7459
10152 chr1 15545062 15545338 cell2_MACS_peak_746
19991 chr10 22895157 22895550 cell2_MACS_peak_7477
15573 chr10 22982311 22982768 cell2_MACS_peak_7489
10240 chr10 23001771 23002322 cell2_MACS_peak_7490
10119 chr10 23026519 23026891 cell2_MACS_peak_7494
15712 chr10 23140795 23141138 cell2_MACS_peak_7498
12810 chr10 23183658 23184047 cell2_MACS_peak_7502
12366 chr10 23727449 23728361 cell2_MACS_peak_7516
16482 chr10 24906680 24907075 cell2_MACS_peak_7525
11695 chr1 15655233 15655991 cell2_MACS_peak_753
16324 chr10 25012758 25014085 cell2_MACS_peak_7532
14956 chr10 25183203 25183600 cell2_MACS_peak_7540
12640 chr1 15668497 15668866 cell2_MACS_peak_756
17704 chr10 27099264 27099777 cell2_MACS_peak_7567
19431 chr10 27388943 27389624 cell2_MACS_peak_7569
18087 chr10 28700715 28701115 cell2_MACS_peak_7586
16922 chr10 28721143 28721450 cell2_MACS_peak_7587
18731 chr10 28783203 28783823 cell2_MACS_peak_7589
15583 chr10 28965889 28966661 cell2_MACS_peak_7598
16975 chr10 28967886 28968292 cell2_MACS_peak_7599
18156 chr1 1307363 1307856 cell2_MACS_peak_76
16629 chr10 29099072 29099854 cell2_MACS_peak_7608
14321 chr10 29262494 29263089 cell2_MACS_peak_7621
11421 chr10 29408332 29408685 cell2_MACS_peak_7630
16287 chr10 29420835 29421428 cell2_MACS_peak_7632
14657 chr10 29528878 29529193 cell2_MACS_peak_7634
18393 chr10 29666345 29666682 cell2_MACS_peak_7637
19695 chr10 30707486 30708077 cell2_MACS_peak_7656
17354 chr10 30720236 30720895 cell2_MACS_peak_7657
16209 chr10 30791081 30791520 cell2_MACS_peak_7665
12333 chr1 15750581 15750988 cell2_MACS_peak_768
10187 chr10 31607706 31608268 cell2_MACS_peak_7695
18537 chr1 1310335 1311167 cell2_MACS_peak_77
14461 chr10 32151276 32151844 cell2_MACS_peak_7705
11809 chr10 32344328 32344927 cell2_MACS_peak_7714
18828 chr10 32439548 32440014 cell2_MACS_peak_7719
17592 chr10 32496371 32496736 cell2_MACS_peak_7721
18398 chr10 32667396 32667991 cell2_MACS_peak_7728
17455 chr10 33239543 33240504 cell2_MACS_peak_7736
14473 chr10 33246925 33247809 cell2_MACS_peak_7737
13772 chr10 33250762 33251283 cell2_MACS_peak_7739
11732 chr10 33355813 33356228 cell2_MACS_peak_7747
16992 chr10 35005984 35006239 cell2_MACS_peak_7758
14772 chr10 35280936 35281461 cell2_MACS_peak_7762
19618 chr10 35525802 35526113 cell2_MACS_peak_7775
16754 chr10 35675360 35676032 cell2_MACS_peak_7786
18478 chr10 35688049 35689059 cell2_MACS_peak_7789
14543 chr1 15841433 15841900 cell2_MACS_peak_779
17542 chr10 38382972 38383218 cell2_MACS_peak_7805
14139 chr10 42862962 42863327 cell2_MACS_peak_7806
17896 chr10 43047682 43048526 cell2_MACS_peak_7808
12775 chr1 15852722 15853782 cell2_MACS_peak_781
14562 chr10 43476818 43477259 cell2_MACS_peak_7816
13729 chr10 43633163 43634082 cell2_MACS_peak_7821
10993 chr10 43836107 43836494 cell2_MACS_peak_7831
18271 chr10 43931645 43932767 cell2_MACS_peak_7848
13709 chr10 44069278 44070443 cell2_MACS_peak_7850
16684 chr10 44143668 44144690 cell2_MACS_peak_7853
13510 chr10 44882088 44882336 cell2_MACS_peak_7863
12996 chr10 45197953 45198275 cell2_MACS_peak_7866
10634 chr1 16010531 16010947 cell2_MACS_peak_787
18041 chr10 45428070 45428581 cell2_MACS_peak_7870
17700 chr10 45474052 45474924 cell2_MACS_peak_7873
13300 chr10 45871450 45872432 cell2_MACS_peak_7885
14337 chr10 48402305 48402944 cell2_MACS_peak_7907
14622 chr10 49514232 49514983 cell2_MACS_peak_7915
12230 chr10 49614036 49614779 cell2_MACS_peak_7917
10705 chr1 16092320 16092616 cell2_MACS_peak_792
18889 chr10 49688851 49689387 cell2_MACS_peak_7924
18790 chr10 50391527 50393226 cell2_MACS_peak_7952
19866 chr10 50396020 50396742 cell2_MACS_peak_7953
15057 chr10 50486499 50486825 cell2_MACS_peak_7957
19986 chr10 50506718 50507629 cell2_MACS_peak_7959
18169 chr10 50746280 50747787 cell2_MACS_peak_7966
13983 chr10 50970217 50970730 cell2_MACS_peak_7968
10193 chr10 51576980 51577499 cell2_MACS_peak_7976
18073 chr10 52035332 52035913 cell2_MACS_peak_7978
12887 chr10 52091332 52092264 cell2_MACS_peak_7983
11271 chr10 52167106 52167580 cell2_MACS_peak_7987
13383 chr1 1333333 1333981 cell2_MACS_peak_80
